OBJECTID|Código de la remoción en masa|Región|Tipo de remoción en masa|Tipo de material|Clasificación de remoción en masa|Detonante|Día del evento|Mes de inicio del evento|Año del evento|Estación de ocurrencia del evento|Método de obtención de la información|Fuente de la información|Autor de la fuente|Nota|Enlace de documento asociado|Latitud|Longitud|Precisión de coordenadas
1869|RM-2017-30-283|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.12324773|-70.9221821|Coordenadas exactas
1870|RM-2017-30-284|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.00754249|-70.79203388|Coordenadas exactas
1871|RM-2017-30-285|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.03323625|-70.52508847|Coordenadas exactas
1872|RM-2017-30-286|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.01326818|-70.52822898|Coordenadas exactas
1873|RM-2017-30-287|O'Higgins|Deslizamiento|Roca|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.16208145|-70.94688201|Coordenadas exactas
1874|RM-2017-30-288|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.13815787|-70.57844031|Coordenadas exactas
1875|RM-2017-30-289|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.12198367|-70.92804062|Coordenadas exactas
1876|RM-2017-30-290|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.13143911|-70.9288192|Coordenadas exactas
1877|RM-2017-30-291|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.0960142|-70.93383524|Coordenadas exactas
1878|RM-2017-30-292|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.23389701|-70.9835884|Coordenadas exactas
1879|RM-2017-30-293|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.23307587|-70.99529356|Coordenadas exactas
1880|RM-2017-30-294|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.13757083|-70.91729056|Coordenadas exactas
1881|RM-2017-30-295|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento traslacional de roca| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.23252855|-70.99568231|Coordenadas exactas
1882|RM-2017-30-296|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.18865898|-70.63326721|Coordenadas exactas
1883|RM-2017-30-297|O'Higgins|Deslizamiento|Roca|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.21881657|-70.72259807|Coordenadas exactas
1884|RM-2017-30-298|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.23402771|-70.98665288|Coordenadas exactas
1885|RM-2017-30-299|O'Higgins|Deslizamiento|Roca|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.23331914|-70.98586546|Coordenadas exactas
1886|RM-2017-30-300|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.12311337|-70.93074425|Coordenadas exactas
1887|RM-2017-30-301|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.00638086|-70.79130569|Coordenadas exactas
1888|RM-2017-30-302|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.0107834|-70.53946778|Coordenadas exactas
1889|RM-2017-30-303|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.2272393|-70.63428317|Coordenadas exactas
1890|RM-2017-30-304|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.16423222|-70.94202846|Coordenadas exactas
1891|RM-2017-30-305|O'Higgins|Deslizamiento|Roca y Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.12078534|-70.92970472|Coordenadas exactas
1892|RM-2017-30-306|O'Higgins|Deslizamiento|Roca|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.09398031|-70.92555188|Coordenadas exactas
1893|RM-2017-30-307|O'Higgins|Deslizamiento|Roca|Deslizamiento rotacional de roca| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.23355876|-70.98777089|Coordenadas exactas
1894|RM-2017-30-308|O'Higgins|Deslizamiento|Suelo/Sedimento|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.09798787|-70.5605783|Coordenadas exactas
1895|RM-2017-30-309|O'Higgins|Deslizamiento|Roca|Deslizamiento rotacional de roca| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.23307019|-70.98453518|Coordenadas exactas
1896|RM-2017-30-310|O'Higgins|Deslizamiento|Roca|Deslizamiento rotacional de roca| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.24042492|-70.98693349|Coordenadas exactas
1897|RM-2017-30-311|O'Higgins|Deslizamiento|Roca|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.00459458|-70.60734299|Coordenadas exactas
1898|RM-2017-30-312|O'Higgins|Deslizamiento|Roca|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.23835376|-70.71185649|Coordenadas exactas
1899|RM-2017-30-313|O'Higgins|Deslizamiento|Roca|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.18127924|-70.58402806|Coordenadas exactas
1900|RM-2017-30-314|O'Higgins|Deslizamiento|Roca|Deslizamiento indeterminado| | | |0| |Fotointerpretado|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.04422633|-70.51873137|Coordenadas exactas
1901|RM-2017-30-315|O'Higgins|Deslizamiento|Roca|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.23563561|-70.71278944|Coordenadas exactas
1902|RM-2017-30-316|O'Higgins|Deslizamiento|Roca|Deslizamiento rotacional de roca| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.24186474|-70.98710848|Coordenadas exactas
1903|RM-2017-30-317|O'Higgins|Deslizamiento|Roca|Deslizamiento rotacional de roca| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.24377045|-70.99190879|Coordenadas exactas
1904|RM-2017-30-318|O'Higgins|Deslizamiento|Roca|Deslizamiento indeterminado| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.1933731|-70.59017926|Coordenadas exactas
1905|RM-2017-30-319|O'Higgins|Deslizamiento|Roca|Deslizamiento rotacional de roca| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.24055037|-70.99586082|Coordenadas exactas
1906|RM-2017-30-320|O'Higgins|Deslizamiento|Roca|Deslizamiento rotacional de roca| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.23369053|-70.99630682|Coordenadas exactas
1907|RM-2017-30-321|O'Higgins|Deslizamiento|Roca|Deslizamiento rotacional de roca| | | |0| |Observado en terreno|2017. Geología para el Ordenamiento Territorial: área de Rancagua, región del Libertador General Bernardo O' Higgins. Escala 1:100.000|Alfaro, A.; Falcón, F.; Arenas, M.; Garrido, N.; Espinoza, M. C.; Gajardo, A.; Cervetto, M.; et al.|Valdés, A.; Aliaga, G.; Opazo, E.; Ramírez, P.; Neira, H.; Carrasco, R.|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2017-30.pdf|-34.23621741|-70.98506502|Coordenadas exactas
